	상담사질문(요청)
40856	카드별이 아니라 2개의 사용내역을 합쳐서 받고 싶으신가요?
40859	필요한 기간이 얼마동인 인가요?
40862	이메일로 보내드리면 될까요?
40868	문자알림서비스를 신청하셨나요?
40872	어떤 점을 도와드릴까요?
40874	아, 오픈뱅킹을 말씀하시나요?
40879	어느 카드사의 결제액을 보고 싶으세요?
40888	개인이신가요? 사업자이신가요?
40908	네, 고객님. 무엇을 도와드릴까요?
40942	현재 카드사 회원이신가요?
40948	어떤 분석자료가 필요하십니까?
40962	추가 문의사항 있으세요?
40970	인터넷이 편하세요? 스마트폰이 편하세요?
40988	간편결제 페이코 회원이세요?
40990	네, 무엇을 도와드릴까요?
40992	사업자등록번호가 있으세요?
40994	간편결제시 계좌이체 또는 무통장입금으로 하셨나요?
41001	다른 문의사항 있으실까요?
41008	무엇으로 결제하셨나요?
41028	안녕하세요. 간편결제 회원이신가요?
41048	온라인에서 결제하셨나요?
41053	오프라인 결제 취소방법을 문의하시나요?
41068	네, 고객님. 무엇을 도와드릴까요?
41070	인터넷에서 물건 구매후 인터넷으로 결제할때 말씀이신가요?
41074	스마트폰으로 결제하는 방법을 자세히 알려드릴까요?
41080	한번 시도해 보시겠어요?
41088	간편결제 회원이신가요?
41109	네, 고객님. 지역 카드앱을 설치하셨나요?
41115	아래 보니 충전이 있는데 충전해서 체크카드처럼 쓰나요?
41134	캐시백 포인트 말씀이신가요?
41147	네, 무엇을 도와드릴까요?
41150	남편분 카드가 고객님 명의이신가요?
41167	네, 고객님. 명세서에 오류가 있으신가요?
41169	어떤 건인지 말씀해 주시겠어요?
41171	몇일자 거래이신가요?
41174	결제하신 적이 없으신가요?
41177	혹시 가족 중에 인터넷에서 결제하신 분이 있지 않을까요?
41182	고객님께서 OOO간편서비스에 가입하시지 않으셨나요?
41189	당행 인터넷뱅킹을 사용하지 않으시나요?
41197	현재 당행 고객이신가요?
41208	본인명의 카드인가요?
41210	몇월 몇일자 거래내역인가요?
41213	문제가 되는 건의 결제액이 얼마인가요?
41216	해당건의 어떤 부분을 알고 싶으신가요?
41228	본인명의 카드인가요?
41230	몇월 몇일자 거래내역인가요?
41232	해당건을 언제 취소하셨나요?
41243	추가로 도와드릴 것이 있을까요?
41268	인터넷뱅킹 기업회원이신가요?
41272	어떤 부분이 안되셨나요?
41274	조회기간이 언제이신가요?
41306	네, 고객님 무엇을 도와드릴까요?
41309	고객님 저희 은행에 사업자 통장을 가지고 계신가요?
41311	언제 개설하셨나요?
41329	모바일뱅킹을 사용하고 계시나요?
41346	개인고객이신가요?
41348	어떤 거래를 조회하고 싶으세요?
41350	얼마 결제되었나요?
41351	3일 전에 사용한 내역이 검색되는데 맞으신가요?
41368	OO은행은행 개인회원이신가요?
41389	개인회원이세요?
41406	개인회원이신가요? 기업회원이신가요?
41427	네 고객님. 어떤 오류가 있으신가요?
41429	어떤 파일로 다운받으셨어요?
41447	어떤 건인지 말씀해 주시겠어요?
41449	어떤 부분이 잘못 되셨나요?
41467	언제 매입하신 건인가요?
41469	매수한 시간이 언제신가요?
41472	시간외거래를 확인해 보셨나요?
41477	체결 되신 것이 맞나요?
41487	네. 무엇을 도와드릴까요?
41507	네, 고객님. 무엇을 도와드릴까요?
41519	사용목적이 무엇인가요?
41527	어떤 서류가 필요하십니까?
41548	은행계좌 거래내역만 필요하신가요?
41559	또 궁금한 사항이 있으세요?
41567	어떤 방법으로 수령하시길 원하세요?
41571	주식거래한 내역만 받으시길 원하세요?
41573	기간은 얼마나 필요하신가요?
41576	주소지는 어디로 받아보시겠습니까? 자택으로 보내드릴까요?
41578	직장 주소지가 고객정보내용과 같은가요?
41588	당행에서 펀드를 구입하셨나요?
41592	현재 펀드거래내역서를 받고 계신가요?
41597	직장 주소를 말씀해 주시겠어요?
41599	고객님, 직장으로 수령시 영업시간 종료후에는 수령하실 분이 있으세요?
41602	추가로 도와드릴 것이 있을까요?
41621	그럼 궁금하신 부분은 해결되셨나요?
41627	네, 어떤 부분을 도와드릴까요?
41632	고객님은 만 20세 이상이신가요?
41641	고객님은 거래내역을 어떻게 확인하시는 중이신가요?
41647	어떤 부분을 도와드릴까요?
41655	거주지역이 어디신가요?
41699	어떤 용도로 필요하신가요?
41707	인터넷 뱅킹을 사용하시나요?
41717	지금 진행해 드릴까요?
41719	성함, 주민번호 앞 7자리, 핸드폰 번호를 알려주세요.
41721	네 문자로 발송된 인증번호를 불러주세요.
41724	받아보실 팩스번호를 알려주세요.
41730	개인회원이신가요? 기업회원이신가요?
41739	지금 들어가신 페이지가 어디신가요?
41747	네, 어떤 문제가 있으신가요?
41750	최근에 하신 입출금 거래가 있으신가요?
41768	카드앱을 사용하고 계신가요?
41770	지금은 명세서를 어떻게 받고 계신가요?
41788	카드 거래내역은 어떻게 확인하고 계신가요?
41804	또 궁금한 내용이 있으신가요?
41807	청구된 내역을 확인하고 싶으신가요?
41809	네, 인터넷이나 스마트폰으로 확인하실 수 있으세요?
41811	현재 접속중이시면 제가 안내해 드릴까요?
41827	네, 어떤 부분을 도와드릴까요?
41829	조회기간 말씀이신가요?
41835	발급 용도가 무엇인가요?
41839	얼마동안의 사용내역이 필요하신가요?
41844	고객님이 소지중인 카드 2개에 대해 다 발급해 드릴까요?
41847	카드가 누구의 명의인가요?
41849	자녀분이 미성년자인가요?
41867	통장을 분실하셨나요?
41871	해당 계좌가 거래한지 얼마나 되셨나요?
41873	통장정리는 하신 적이 있으세요?
41888	인터넷뱅킹 쓰시나요?
41926	원화통장이신가요?
41948	누가 방문하실 예정인가요?
41966	네, 고객님 OO회원이신가요?
41986	고객님, 어떤 펀드에 가입하셨나요?
41988	적립식 펀드에 가입하셨나요?
41992	인터넷뱅킹이나 모바일뱅킹을 사용하시나요?
42030	언제 해지된 계좌인가요?
42037	해외 어디 있으세요?
42046	통장이 자녀명의로 되어 있나요?
42048	자녀가 미성년자인가요?
42076	어떤 계좌에 대한 내역을 보내드릴까요?
42086	네, 고객님 명의의 통장이신가요?
42088	압축하신지 얼마나 되셨나요?
42119	지금 바로 신청가능한데, 해 드릴까요?
42150	고객님, 대략적으로 몇년전이신지 기억 나세요?
42187	모바일뱅킹 사용하고 계신가요?
42247	네, 고객님. 책임준비금에 대해서 아시나요?
42250	네, 고객님, 어디서 조회중이신가요?
42252	언제 해지하셨나요?
42300	자녀분이 인터넷뱅킹으로 확인하실 수 있으냐는 말씀이신가요?
42310	인터넷뱅킹 가입고객이신가요?
42312	무슨 말씀이신가요? 더 자세히 말씀해 주세요.
42314	그럼 인터넷뱅킹 접속이 안되시나요?
42331	법인통장이신가요?
42333	문의하시는 분은 회사 대표자이신가요?
42335	인터넷뱅킹 접속 권한을 받으셨어요?
42350	어떤 거래내역이신가요?
42352	인터넷뱅킹 사용하시나요?
42370	네, 무엇을 도와드릴까요?
42376	추가 문의 사항이 있으신가요?
42390	무엇을 도와드릴까요?
42392	인터넷뱅킹 사용하시나요?
42397	당행 채권을 사셨나요?
42410	어떤 잔고인가요?
42412	어디서 출금이 안되시나요?
42450	리밸런싱 완료일이셨나요?
42452	입출금통장의 잔고 부족이신가요?
42454	펀드 매수 신청이 완료되지 않으셨나요?
42554	잔액이 50만원 이하이신가요?
42556	최종 거래일로부터 1년이상 거래가 없으셨나요?
42690	2005년 11월 20일 이전에 등록해주신 고객님이신가요?
42772	혹시 폰뱅킹을 사용하셨나요?
42851	문자 알리미 서비스 말씀이신가요
42853	사용하시는 카드가 어떤건가요
42855	알리미 문자 사용 원하시나요
42861	어플 사용 중이신가요
42871	기프트카드의 충전 말씀이신가요
42913	사용하는데 어려움이 있으신건가요
42930	네 무엇이 궁금하신가요
42951	전용 어플에 충전해서 사용하는 방식 문의신가요
42957	아 그러시군요 기프트카드 정보는 확인하셨나요
42961	어플에 기프트 카드 정보를 입력하신건가요
42963	혹시 0과 알파벳 O를 착각하신 건 아니구요
42973	어플 통해서 사용 중이신가요
42977	사용 상세 정보 말씀인가요
42983	네 더 궁금하신 내용은 없으신가요
43027	네 더 궁금하신 내용은 없으신가요
43050	네 무엇을 도와드릴까요
43052	적립된 포인트 점수를 알고 싶으신건가요
43054	사용할때마다 SNS 통지되는 건 받고 있지 않으신가요
43066	네 더 궁금한 것이 있으신가요
43070	네 무엇이 궁금하신가요
43090	분실하신 상황인가요
43092	아 카드 인식 오류인가요
43094	아 파손된 부분이 있으신가요
43098	네 신규 카드 발급을 도와드릴까요
43111	사용처가 궁금하신건요
43131	온누리 상품권 구매 방법 문의 신가요
43150	네 무엇이 궁금하신가요
43152	아 포인트 적립 제도에 대해서 궁금하신가요
43187	아닙니다. 더 궁금하신 내용은 없으신가요
43190	신용카드 취소 반영 여부를 확인하시고 싶으신건가요
43192	취소 영수증 가지고 계신가요
43194	취소하신 내용을 알 수 있을까요
43196	00상사 거래건 말씀인가요
43198	취소하신 금액이 얼마인지 알 수 있을까요
43200	오후 1시 23분경에 취소한 내용이 맞으신가요
43210	네 무엇을 도와드릴까요
43212	따님이 몇 살인가요
43231	온라인 뱅킹 이용 중이신가요
43233	그럼 텔레뱅킨 이용해서 확인 원하시나요
43235	언제 거래하신 건인가요
43241	핸드폰에 공인인증서 있으신가요
43251	대출금 이자율 조정 신청 원하시는 건가요
43270	네 무엇이 도와 드릴까요
43272	자동화 기기에서 잔고조회 원하시는 건가요
43290	네 무엇이 궁금하신가요
43300	첫 거래이신가요
43311	아 네 거래하신 주식은 한국의 주식인가요
43313	해외 주식 체결 내역에서 조회하신 것이 맞나요
43323	네 더 궁금하신 내용이 있으신가요?
43325	계좌 잔고에서 외화 부분 확인해 보셨나요
43335	비대면 계좌는 전용 어플 통해서 신청하신건가요
43351	통장 신규 발급 원하시나요
43371	잔액 충전해서 사용하는 방법을 문의하시는 건가요
43391	스마트 핸드폰 사용하시나요
43393	NFC 기능 내장된 핸드폰인가요
43399	기프트 카드 등록 화면이 보이시나요
43403	네 어떤 정보들이 보이시나요
43411	환불은 원하시는 건가요
43413	사용하시는 기프트 카드이 잔액을 확인해 보셨나요
43415	얼마짜리 카드인가요
43433	핸드폰 어플 사용하시나요
43451	현금으로 환불 말씀인가요
43470	무엇을 도와드릴까요
43472	포인트 적립 내역 말씀이세요
43474	문자 서비스를 사용하지 않고 게신가요
43482	전화번호가 상이한가요
43494	포인트 사용을 원하시나요
43519	네 문자 받으시는 핸드폰 번호가 000번에 1234567번 맞으신가요
43521	고객님 근데 전용 어플 알림은 000번에 1234577번으로 받으시는 것 같은데 맞나요
43523	고객님 명의로 된 핸드폰 번호가 2개 이신건가요
43530	취소 내역 확인 원하시는 건가요
43532	취소 영수증 가지고 계신가요
43534	취소하신 거래 내역에 대한 정보가 기억나시나요
43536	언제 취소하신거지요
43538	어디서 취소하신것인가요
43540	취소하신 내역이 구두잡화점에서 23만원 취소하신 건이 맞으신가요
43551	거래내역 조회를 원하시는 시점이 언제인가요
43553	오픈한지 1년이 넘으셨네요. 
43555	인터넷 뱅킹 이용 중이신가요
43557	그러신군요 어플은 사용하시나요
43571	네 00카드 연계해서 자동차 구매하신 내역 맞으신가요
43591	온라인 뱅킹 이용 중이신가요
43593	에러 메시지가 어떻게 뜨는지 알 수 있을까요
43611	본인계좌에 로그인이 안되는 이슈이신가요
43613	사용 안하신지가 오래되셨나요
43631	통장 신규 발급 문의신가요
43641	그런 경우라면 온라인 전용 어플이나 인터넷 뱅킹이 어떠신가요
43652	직접 이체를 하신 내용인가요
43654	온라인뱅킨 사용하신건가요
43656	텔레뱅킹 이용하셨나요
43658	이체 여부 확인 원하시는거지요
43670	신용카드를 새로 발급 받으셨나요
43672	무엇이 궁금하신가요
43676	문자 서비스 신청하셨나요
43691	네 대출 문의 신가요
43693	당행에 거래 중이신 내용이 있으신가요
43695	예금 계좌가 있으신거 맞나요
43710	네 무엇이 궁금하신가요
43712	통장을 소지하고 계신가요
43715	내점 방문하시면 가장 확실합니다만, 방문이 어려우신가요
43717	온라인 뱅킹은 이용하시나요
43720	어디서 조회 해 보신건가요
43722	찾으시는 입금 내역이 언제 발생한 건 인가요
43730	네 고객님 어떤 점이 굼금하신가요
43732	네 고객님 교통카드 사용 내역 조회 말씀하시는 건가요
43751	저희 은행에 계좌 운영 중이신가요
43770	네 무엇을 도와 드릴까요
43772	거래내역 조회 방법을 말씀 드릴까요
43784	자녀분 나이가 어떻게 되시나요
43797	2000원의 송금 수수료가 있습니다. 계속진행할까요?
43811	어떤 조건으로 거래내역을 조회하고 싶은가요?
43813	어느기간의 입금 내역을 알고 싶으신가요?
43855	신청을 진행할까요?
43898	관계가 어떻게 되시나요?
43930	어떻게 도와드릴까요?
43938	핸드폰이 본인명의인가요?
43970	입금하시려는 데가 어디인가요?
43990	분실신고 도와드릴까요?
43992	무엇을 도와드릴까요?
43996	카드사용이 된다구요?
44006	오전 10시에 5천원 결제하신거 맞나요?
44024	어떤 카드 사용알림을 취소해드릴까요?
44034	계좌해지를 언제 하셨는지 아시나요?
44036	5월 해지 계좌가 하나인가요?
44070	네 어떤 도움이 필요하신가요?
44074	사용해제는 가능하지만 결제내역을 확인하실 수 없게 되는게 괜찮나요?
44086	푸쉬앱 선택하신건가요?
44092	OO은행에서 종이통장을 발급받으셨나요?
44099	체크카드 거래내역은 알림을 받고 계신가요?
44101	어떤 서비스로 알림을 받고 계신가요?
44103	문자알림서비스 추가/해제 를 어디서 하는지 아시나요?
44112	OO은행 앱은 있으신가요?
44130	거래내역서가 필요하십니까?
44159	근무하신 사업장이나 송금하신 분의 성함을 말씀해 주시겠어요?
44161	김00으로 입금하신 내역이 필요하십니까?
44211	OO은행 앱에서 사용하는 방법을 알려드릴까요?
44251	4대보험 가입내역확인서가 무엇인가요?
44253	국민연금은 국민연금공단에서 떼나요?
44259	어떻게 뗄 수 있나요?
44291	영수증 확인 해봐도 되겠어요?
44293	계산하신 계산대가 어디인가요?
44297	어떻게 처리해 드릴까요?
44307	궁금하신 점은 없으신가요?
44310	어떤 부분이 잘못 되었나요?
44313	영수증 보여 주시겠어요?
44315	식품관 연결해서 확인 해 봐야하니 잠시 기다려 주시겠어요?
44319	어떻게 처리해 드릴까요?
44381	한도 상향 금액을 얼마로 해드릴까요?
44411	사용하신 카드는 고객명의 이신가요?
44415	궁금하신 점이 무엇인가요?
44417	이용금액과 결제금액이 다르다는 것이네요?
44421	구체적인 내용이 궁금하신가요?
44431	본인 맞으신가요?
44433	000이름으로 계약된 보험이 4건이 있는데요.
44470	근데 카드를 해지했는데도 사용내역 조회가 되나요?
44472	어떤 카드를 사용하셨나요?
44478	카드가 없는데도 되나요?
44480	팩스나 이메일로도 받을수 있나요?
44482	고객센터 번호가 뭐에요?
44484	고객센터는 24시간 통화가 가능한가요?
44486	상담원연결은요?
44495	혹시 다른 문의 사항은 있을까요?
44500	조회하고싶은신 날짜가 언제 인가요?
44504	그럼 그 날짜가 포함된 년도의 일년치사용내역을 조회하는건 어떨까요?
44507	상담원 연결을 통해 방법을 찾아보는건 어떨까요?
44530	본인 소유의 통장인가요?
44557	핸드폰에 공인인증서가 있나요?
44560	다 되셨나요?
44564	본인명의의 계좌가 확인 되시나요?
44591	개인사업자가 아니신가요?
44593	카드단말기가 없으시겠군요?
44595	OO은행 계좌를 가지고 계신가요?
44611	본인 명의의 체크카드인가요?
44613	만 14세 이상인가요?
44631	사망하신 분의 통장이나 계좌를 가지고 계신가요?
44653	어떤 사용 내역을 말씀하시나요?
44671	무엇을 도와드릴까요?
44691	울산페이 QR결제를 하고 계신가요? 카드결제를 하고 계신가요?
44693	결제하려는 곳은 어디인가요?
44711	어떤 캐시백을 말씀하시나요?
44713	캐시백 신청은 하셨나요?
44715	어떤 점이 궁금하신가요?
44719	캐시백 적립 현황을 문자로 알려 드리고 있는데 문자 못 받으셨나요?
44721	전화 거신 분의 전화번호가 어떻게 되나요?
44741	카드는 본인 소유인가요?
44745	얼마의 포인트를 현금으로 바꿔 드릴까요?
44775	구입하신 날짜와 시간을 알고 있나요?
44777	카드 결제인가요?
44810	00카드 사용결제 이신가요?
44826	죄회결과 화면이 나왔나요?
44870	어떤 서류가 궁금하신가요?
44894	결제 회사는 어디인가요?
44910	해당 금융기관의 모바일 앱은 다운받으셨나요?
44912	모바일 앱에서 고객센터나 개인고객 메뉴를 선택하세요
44914	증명서 발급이나 제증명서발급서비스 메뉴가 있나요?
44916	아래 하위메뉴에 해당사항을 체크하세요
44932	어디서 발급받으셨나요?
44936	은행의 어떤 계좌 잔액증명서를 발급받으셨나요?
44960	통장재발급을 받으신건가요?
44992	압축기장계좌등록을 하신건가요?
44994	종이통장에만 거래내역이 안보이면 되는건가요?
45006	미성년자이신가요?
45050	물건 구입 영수증이 있으신가요?
45052	현금영수증 사용내역 확인 하는 방법 안내드릴까요?
45070	인터넷뱅킹 가입하셨나요?
45080	사용중인 계좌가 OO은행은행인가요?
45082	통장 확인 가능하신가요?
45084	통장 첫페이지에 OO은행은행이라고 되어 있나요?
45104	개인고객이신가요?
45116	모바일 티머니 앱을 설치하셨나요?
45124	사용하시는 핸드폰 기종이 무엇인가요?
45134	어떤 은행 홈페이지를 알려드릴까요?
45155	잔액이 표시되지 않게 하는 방법을 알려드릴까요?
45171	거래하실 때 결제수단으로 무엇을 사용하셨나요?
45173	네이버페이에서 거래내역확인하는 방법 안내해드릴까요?
45175	네이버페이에 접속하셨나요?
45177	상단 가운데 부분에 결제내역 버튼이 있습니다. 찾으셨나요?
45191	휴면계좌잔고 조회 말씀이신가요?
45214	어떤 서비스 인데요?
45234	거래내역서 원본이 필요하십니까?
45291	결제 하신곳의 이름을 알고 싶으신건가요?
45293	메시지에 매장에 대한 안내가 있나요?
45298	검색창에 한국사이버걸제라고 치면 되나요?
45317	증명서 발급 메뉴가 있나요?
45331	QR과 체크카드 중 어떤 결제 인가요?
45333	어느 매장에서 결제 하고자 하셨나요?
45355	남편분 통장의 돈을 고객님 통장으로 옮기는건 어떨까요?
45361	우선 남편분의 동의가 필요합니다. 통화가능할까요?
45396	결제방식이 무엇인가요?
45420	오른 쪽 상단에 줄 세 개 보이시나요?
45441	구매 영수증이 있으신가요?
45472	신청을 도와드릴까요?
45481	어떤 카드를 신청해 드릴까요?
45485	추가 질문이 있으신가요?
45572	네, 회원등급을 확인하고 싶으신건가요?
45580	우대고객 서비스가 있을겁니다. 찾으셨나요?
45584	또 다른 궁금하신 사항이 있으신가요?
45592	이체한 계좌번호를 알고 싶으신거군요?
45594	스마트폰 어플를 통해 접속을 하셨나요?
45599	혹시 돈을 돌려받기를 원하시나요?
45607	지금은 상담사 연결이 어렵고, 월요일 오전에 상담사와 통화하실 수 있도록 예약상담을 잡아드릴까요?
45618	어플로 등록 안내를 원하시나요?
45621	성함과 주민번호 앞자리를 말씀해주세요.
45623	연락주신 OOOOOOOOOOO이 고객님 본인 핸드폰번호인가요?
45626	고객님의 카드 OOOO-OOOO-OOOO-OOOO가 맞으신가요?
45633	문자서비스 신청을 하신건가요?
45636	고객님의 성함과 생년월일을 말씀해주세요.
45638	고객님 명의로 등록된 카드가 없으신데, 혹시 가족카드로 등록이 되어 있는건가요?
45642	확인을 해보겠습니다. 배우자님의 성함과 생년월일을 말씀해주세요.
45649	혹시 다른 문의사항은 없으시구요?
45653	SMS문자 알림서비스가 갑자기 안된다는 말씀이신가요?
45655	몇 가지 확인을 해보겠습니다. 스마트폰을 사용하시나요?
45657	혹시 비행기 모드로 되어있나요?
45661	은행 앱 알림서비스를 찾아주세요.
45663	알림 허용이 되어있나요?
45667	앱 설정에서 알림 수신 설정이 어떻게 되어있나요?
45682	본인확인 메시지를 보냈습니다. 번호가 어떻게 되나요?
45695	네, 가입자분 성함을 말씀 해 주십시요.
45697	주민등록번호가 어떻게 되시나요?
45702	당사의 카드를 소지하신 배우자나 다른 가족분이 있으신가요?
45704	배우자님의 성함이 어떻게 되시나요?
45706	주민등록번호가 어떻게 되시나요?
45716	고객님의 성함이 어떻게 되시나요?
45721	현재 문자메시지로 알림을 받고 계신데, 이걸 카카오톡 알림으로 바꾸고 싶으신건가요?
45727	다른 문의사항이 있으신가요?
45733	네, 고객님의 핸드폰이 아이폰인가요?
45738	공인인증서가 핸드폰에 있으신가요?
45741	다 되셨나요?
45745	입출금 내역 바로 확인 가능하신가요?
45751	네, 여러 조건 중 어떤 조건을 말씀하시는 건가요?
45753	작년 3~4월이면 2019년 3월 1일부터 4월 30일을 말씀하시는건가요?
45765	기관 제출용을 뽑고 싶으신건가요?
45769	네, 가능합니다. 기간 설정은 언제로 받으실 예정인가요?
45794	혹시 다른 문의사항이 있으실까요?
45797	혹시 조회하시고자 하는 날짜가 있을까요?
45799	특정 날짜가 기억나지 않다면 1년치 내역을 뽑아보시는 건 어떠실까요?
45806	그러시다면 상세 문의를 위해 고객센터로 연결을 해드릴까요?
45810	휴면계좌에 대해 알고 싶으신건가요?
45815	계좌관리통합서비스 홈페이지를 연결 해 드릴까요?
45827	이제 질문은 끝나셨나요?
45839	급식카드를 쓰시는 분과 관계가 어떻게 되시나요?
45841	서류에 보호자로 되어계신가요?
45868	별말씀을요. 혹시 더 필요하신 건 없으신가요?
45872	네, 사용내역을 확인 할 수 있는 방법을 말하시나요?
45880	핸드폰은 고객님의 명의로 되어있나요?
45884	홈페이지를 접속을 해보시겠어요?
45888	은행에서 발급 받으신 공인인증서도 되는데, 없으신가요?
45892	예금잔액증명서 발급을 원하시는 거군요?
45896	기업고객으로 조회하시는 건가요?
45906	수수료를 내고 싶지 않으신가요?
45911	입금은 어디로 하시려 했나요?
45913	얼마를 입금하셨었나요?
45932	분실신고는 하셨나요?
45934	그러시다면 어떤 도움을 드릴까요?
45948	카드 사용은 5월 17일 오전 10시 할리스커피가 마지막입니다. 본인이 사용하신 거 맞나요?
45952	네, 기간으로 조회를 원하시나요?
45962	카드 뒷번호 네자리 몇번을 취소해 드릴까요?
45976	해지하신 날짜가 기억나시나요?
45978	7월 중순 해지 계좌가 하나인가요?
46000	네, 어떤게 궁금하신가요?
46053	OOO고객님 본인 맞으신가요?
46065	고객님의 이메일 주소가 aaaaa@aaa.aaa 맞으신가요?
46072	네, 고객님. 취소했는데, 결제 청구내역에 포함되었군요?
46094	15일 결제의 경우 전달 4일부터 현달 3일까지가 이용기간인데, 반영이 안되었군요?
46096	네, 이용기간 내 매출 전표가 당사로 접수 되어야 반영이 되는데, 결제 내역에는 확인이 되고 있나요?
46112	네, 혹시 언제쯤 완납을 하셨나요?
46126	혹시 더 궁금하신게 있으신가요?
46146	그러시다면 조금만 더 기다려보심이 어떠실까요?
46152	어떤 이유로 환불신청을 하셨었나요?
46160	매출취소는 언제 이뤄졌나요?
46164	더 궁금하신 것이 있으신가요?
46172	네, 카드 결제계좌가 맞는지 확인 하셨나요?
46174	잔고 확인은 하셨나요?
46176	혹시 잔고가 부족했는데, 결제일에 입금하셨었나요?
46196	고객님 성함과 주민번호가 어떻게 되시나요?
46198	사시는 곳이 OO동 OO아파트 몇동 몇호신가요?
46204	혹시 아파트 관리비를 카드로 내고 계셨나요?
46214	네, 미납된 결제대금을 자동출금 계좌에서 빼실 건가요?
46232	네, 본인 명의의 계좌인가요?
46246	혹시 인터넷이나 모바일을 사용하시나요?
46263	할부와 일시불은 동일 달에 결제하신 건가요?
46272	네, 어떻게 도와드릴까요?
46273	발급 받을 수 있는 곳이 어딘가요?
46276	개인고객이신가요?
46278	통장 개설 시 사인을 하셨나요?
46288	모바일 출력이 가능한 프린터가 없으신가요?
46295	네, 예금자보호법을 말씀하시는거군요?
46315	고객님 본인 통장인가요?
46317	통장을 사용하지 않으신지는 얼마나 되었나요?
46343	혹시 인터넷뱅킹을 사용하시나요?
46375	어느 국가의 달러인가요?
46383	당행의 주거래 고객이신가요?
46389	네, 그렇습니다. 얼마를 환전받으실 예정이신가요?
46397	OOO고객님 본인 되시나요?
46399	어느 카드의 한도 확인을 원하시나요?
46416	OOO고객님 맞으신가요?
46418	고객님, 한도는 언제 늘리셨나요?
46420	어떤 경로로 늘리셨나요?
46428	얼마를 상향해 드릴까요?
46452	네, 궁금하신 내용이 더 있으신가요?
46461	직접 영업점 방문이 가능하시나요?
46469	인터넷 사용에 능숙하신가요?
46475	조회하고자 하는 통장이 본인 명의인가요?
46478	고객님의 성함과 주민번호 앞자리가 어떻게되나요?
46480	사시는 곳이 OO 남구 OOO, OOO아파트 몇동 몇호신가요?
46484	현재 통장이 2건 조회됩니다. 어떤 계좌의 잔액을 알고 싶으신가요?
46488	직불카드는 있으신가요?
46495	모바일뱅킹 서비스를 말씀하신요?
46497	당사의 모바일뱅킹 어플이 깔려있으신가요?
46515	인터넷뱅킹을 말씀 하시는 건가요?
46521	작성하신 서류를 가지고 계신가요?
46534	안녕하십니까? 고객님. 무엇을 도와드릴까요?
46536	네, 고객님 본인확인을 위해 성함과 현재 사시는 아파트명과 동, 호수를 가르쳐주세요.
46538	네, OOO고객님. 휴대폰 번호를 말씀해주세요.
46542	네, 고객님 명의의 통장 중 어떤 계좌의 통장거래내역서를 받고싶으신가요?
46544	네, 거래내역에 기간 설정은 어떻게 해드릴까요?
46546	네, 발급은 어떤 방식으로 해 드릴까요?
46550	네, 이메일 주소가 어떻게 되시나요?
46557	작년 한해 동안의 거래내역이 필요하신 건가요?
46561	어떤 채널로 접속을 하실 건가요?
46563	네, 어플에서 로그인을 해주세요.
46569	네, 더 궁금하신 것이 있으신가요?
46575	고객님의 계좌가 맞으신가요?
46579	고객님의 거주지가 OO아파트 몇동 몇호이신가요?
46581	핸드폰 번호가 어떻게 되시나요?
46583	네, 확인 완료되었습니다. 필요한 기간이 언제인가요?
46587	그러사다면 모바일뱅킹 또는 인터넷뱅킹을 사용하시는 가요?
46601	통장 미정리 부분 중 일부 내역이 필요하신 건가요?
46615	통장정리를 원하시나요?
46617	그러면 어떤것을 도와드릴까요?
46619	지정 일이 있으신가요?
46621	2017년 5월 1일부터 5월 31일까지의 내역을 말씀하시는 건가요?
46635	본인 계좌에 대한 내역이 궁금하신가요?
46639	그러시군요. 그럼 사용가능 여부를 확인해 보겠습니다.
46655	반갑습니다. 해지계좌에 대한 거래내역이 궁금하신건가요?
46657	네, 고객님 조회하고자 하는 계좌가 본인 계좌 맞으신가요?
46659	저희 은행의 인터넷뱅킹 혹은 모바일뱅킹을 사용하고 계신건가요?
46661	어떤 방법으로 거래내역을 받아보고 싶으신가요?
46665	카톡으로 받기 위해서는 본인 확인을 진행해야합니다. 동의하시나요?
46669	기간은 어떻게 설정해드릴까요?
46671	17일간의 내역을 말씀하시는건가요?
46675	자녀분의 거래내역이 궁금하시다고요?
46695	해지계좌가 고객님 본인 계좌가 맞으신가요?
46708	다시 살리고 싶으신가요?
46756	네 고객님. 어떤 계좌인가요?
46758	인터넷 뱅킹으로 해지 가능한가요?
46772	특정 서비스 사용요금의 자동이체입니까?
46796	네 고객님. 어떤 부분이 궁금하실까요?
46802	현재 재직중이시면 가능한데 혹시 일 하고 계신가요?
46836	네 고객님. 어떤 보험을 해지하려고 하시나요?
46844	시간을 내기가 많이 어려우신가요?
46856	네 어떤 것이 궁금하신가요?
46876	네 어떤점이 궁금하신가요?
46882	신용대출이신가요 아니면 담보대출이신가요?
46899	직종에 따라 다릅니다. 혹시 직장인이신가요?
46901	저희 은행이 주거래은행이신가요?
46913	메모 가능하신가요?
46916	네 고객님. 그럼 메일로 받으시는 방법은 어떠신가요?
46940	조회해보니 고객님은 현재 연체중이신걸로 뜨는데 맞으신가요?
46942	가상계좌 번호를 안내해드릴까요?
46945	이 쪽으로 오늘 오후 4시까지 입금 가능하실까요?
46956	네. 이체 확인증이 필요하시군요?
46961	네. 댁에 프린터가 있으신가요?
46989	어떤 것으로 안내해드릴까요?
46996	계속 잘 사용하시다가 요번에만 안 되는건가요?
